Среда
ВремяВремя;Неделя;Дисциплина;Вид;Учебная группа;Преподаватель;Примечание
"10:00-11:30";"2,4,6,8,10,12,14,16";Программирование;Лабораторные занятия;P3115;Сорокин Роман Борисович;
;"1,3,7,11,13,15,17";Программирование;Лабораторные занятия;P3110;Горбунов Михаил Витальевич;
"11:40-13:10";"2,4,6,8,10,12,14,16";Программирование;Лабораторные занятия;P3115;Сорокин Роман Борисович;
;"1,3,7,11,13,15,17";Программирование;Лабораторные занятия;P3110;Горбунов Михаил Витальевич;
"13:30-15:00";"2,4,6,8,10,12,14,16";Программирование;Лабораторные занятия;P3133;Письмак Алексей Евгеньевич;
;"1,3,7,11,13,15,17";Программирование;Лабораторные занятия;P3131;Николаев Владимир Вячеславович;
"15:20-16:50";"2,4,6,8,10,12,14,16";Программирование;Лабораторные занятия;P3133;Письмак Алексей Евгеньевич;
;"1,3,7,11,13,15,17";Программирование;Лабораторные занятия;P3131;Николаев Владимир Вячеславович;
Четверг
ВремяВремя;Неделя;Дисциплина;Вид;Учебная группа;Преподаватель;Примечание
"08:20-09:50";"2,4,6,8,10,12,14,16";Базы данных;Лабораторные занятия;P3118;: Кустарев младший
"10:00-11:30";"2,4,6,8,10,12,14,16";Базы данных;Лабораторные занятия;P3118;: Кустарев младший
"11:40-13:10";"2,4,6,8,10,12,14,16";Основы профессиональной деятельности;Лабораторные занятия;P3118;Ткешелашвили Нино Мерабиевна;
"13:30-15:00";"2,4,6,8,10,12,14,16";Основы профессиональной деятельности;Лабораторные занятия;P3118;Ткешелашвили Нино Мерабиевна;
"15:20-16:50";"2,4,6,8,10,12,14,16";Базы данных;Лабораторные занятия;P3108;Егошин Алексей Васильевич;
"17:00-18:30";"2,4,6,8,10,12,14,16";Базы данных;Лабораторные занятия;P3108;Егошин Алексей Васильевич;
"18:40-20:10";"2,4,6,8,10,12,14,16";Базы данных;Лабораторные занятия;P3109;Егошин Алексей Васильевич;
"20:20-21:50";"2,4,6,8,10,12,14,16";Базы данных;Лабораторные занятия;P3109;Егошин Алексей Васильевич;
Суббота
ВремяВремя;Неделя;Дисциплина;Вид;Учебная группа;Преподаватель;Примечание
"10:00-11:30";"2,4,6,8,10,12,14,16";Основы профессиональной деятельности;Лабораторные занятия;P3112;Осипов Святослав Владимирович;
